Observation_Day,beta_i_symptomatic,beta_e_asymptomatic,phi_e_prop_asymptomatic,phi_r_recovery,phi_d_mortality,v_vaccination_rate
142.0,0.00338921934717921,0.10600561914579709,0.16736246137253527,0.04389867444850371,0.0008994082286499083,0.001998999535182669
143.0,0.003421222607941018,0.1059416960280942,0.16724141169565723,0.043702679907292354,0.0009002435478045026,0.001994767248279984
144.0,0.003450586300790813,0.10589201240629423,0.16712815420901475,0.04352423746564508,0.0009009673024183341,0.001990829534284181
145.0,0.003477182124052566,0.10585529028072285,0.16702278975045945,0.043363105043536285,0.000901588016870247,0.0019871924132416115
146.0,0.003500896143401542,0.10583041078234198,0.16692538186820813,0.04321902645023561,0.0009021134788233249,0.0019838602433959007
147.0,0.003521629573610971,0.10581640713864171,0.16683596173874707,0.043091737673006086,0.0009025507065930802,0.001980835905081852
148.0,0.0035392994118490354,0.10581245786544152,0.16675453262316378,0.042980972265615085,0.0009029059254212973,0.001978120967701925
149.0,0.00355383893001067,0.10581788032192349,0.16668107384820668,0.042886465898568926,0.0009031845509359014,0.001975715838915377
150.0,0.003565198033414574,0.1058321247333685,0.1666155443084481,0.042807960134060345,0.0009033911783099123,0.0019736198956476665
151.0,0.003573343492963748,0.10585476875873108,0.16655788549359396,0.04274520548722845,0.0009035295758541015,0.00197183159689216
152.0,0.0035782590575826057,0.10588551265761043,0.16650802405064904,0.04269796383216553,0.0009036026819856643,0.001970348578546779
153.0,0.0035799454534295202,0.10592417509264987,0.1664658738946736,0.04266601020672037,0.0009036126047081748,0.001969167730722635
154.0,0.0035784202760604264,0.10597068958825018,0.1664313378845931,0.04264913406499049,0.0009035606229161117,0.001968285258095855
155.0,0.0035737177814066344,0.10602510165411141,0.1664043090822464,0.042647140020819756,0.0009034471890011829,0.001967696723961939
156.0,0.0035658885811436776,0.10608756657197067,0.16638467161383608,0.042659848119890174,0.0009032719323886698,0.0019673970787064694
157.0,0.003554999247782856,0.10615834783548576,0.16637230115341023,0.04268709367233365,0.0009030336637716716,0.001967380673437532
158.0,0.0035411318346239545,0.10623781622608555,0.1663670650481516,0.042728726672347464,0.0009027303799410531,0.001967641259543219
159.0,0.003524383315575803,0.10632644950137266,0.16636882210525006,0.04278461082620683,0.0009023592692307942,0.001968171974949989
160.0,0.003504864949786544,0.10642483266696587,0.1663774220601339,0.04285462220542836,0.0009019167177139053,0.001968965317871584
161.0,0.0034827015760312873,0.10653365879719395,0.16639270474596438,0.04293864753774062,0.0009013983163945299,0.0019700131088595794
